ev_id,connection_minutes_5min,required_soc_percent
4756,30,30.0
4757,56,37.3
4758,94,16.0
4759,35,40.0
4760,113,15.0
4761,105,20.0
4762,75,1.672
4763,80,48.0
4764,103,36.0
4765,54,48.0
4766,7,90.08
4767,39,56.88
4768,24,30.0
4769,18,80.08
4770,9,1.382
4771,10,1.722
4772,17,40.0
4773,74,91.0
4774,37,35.0
4775,48,40.0
4776,20,68.64
4777,140,20.3
4778,107,40.0
4779,63,8.0
4780,93,32.0
4781,77,49.98
4782,65,80.0
4783,116,31.3
4784,108,33.3
4785,130,22.0
4786,103,1.708
4787,120,96.0
4788,105,48.0
4789,119,24.0
4790,113,24.0
4791,123,30.0
4792,116,24.0
4793,26,1.716
4794,103,1.746
4795,113,98.0
4796,107,68.38
4797,116,32.0
4798,115,88.2
4799,136,19.98
4800,124,40.0
4801,144,71.04
4802,116,83.16
4803,116,30.0
4804,115,11.12
4805,111,32.0
4806,137,33.3
4807,97,28.32
4808,61,16.0
4809,22,1.708
4810,169,80.0
4811,109,96.0
4812,77,20.0
4813,119,35.0
4814,106,100.0
4815,118,12.0
4816,111,42.0
4817,41,20.0
4818,46,1.796
4819,59,90.08
4820,122,24.0
4821,63,15.0
4822,96,60.0
4823,121,24.0
4824,68,60.0
4825,109,30.0
4826,94,36.0
4827,29,90.0
4828,85,40.0
4829,32,84.5
4830,22,30.0
4831,62,80.0
4832,67,100.0
4833,84,42.84
4834,56,80.0
4835,39,50.0
4836,74,16.0
4837,32,48.0
4838,48,1.84
4839,46,74.36
4840,42,22.0
4841,33,29.2
4842,33,11.0
4843,12,18.0
4844,22,78.0
4845,31,40.0
4846,19,50.56
4847,78,20.0
4848,144,25.0
4849,129,91.0
4850,139,20.3
4851,118,40.0
4852,93,32.0
4853,122,32.0
4854,110,40.0
4855,103,1.704
4856,126,22.0
4857,98,24.0
4858,113,37.56
4859,115,33.3
4860,62,96.0
4861,143,32.0
4862,113,80.0
4863,122,30.0
4864,108,68.38
4865,103,32.0
4866,102,46.62
4867,117,24.0
4868,100,100.0
4869,113,40.0
4870,114,70.638
4871,114,30.25
4872,114,18.48
4873,133,99.0
4874,115,13.32
4875,149,33.3
4876,116,13.32
4877,133,24.0
4878,50,80.0
4879,107,36.0
4880,33,40.0
4881,13,1.666
4882,94,20.0
4883,63,40.0
4884,111,100.0
4885,61,40.0
4886,101,96.0
4887,98,20.0
4888,43,1.778
4889,97,51.84
4890,106,80.0
4891,108,18.0
4892,105,15.0
4893,64,1.73
4894,90,100.0
4895,98,80.0
4896,104,24.0
4897,77,40.0
4898,25,60.0
4899,81,64.0
4900,59,62.92
4901,47,30.0
4902,79,48.0
4903,38,16.0
4904,53,10.0
4905,55,20.0
4906,17,1.772
4907,45,26.0
4908,16,12.0
4909,31,40.0
4910,81,20.0
4911,21,100.0
4912,12,20.0
4913,120,40.0
4914,100,32.0
4915,104,32.0
4916,110,1.722
4917,111,32.0
4918,43,13.32
4919,38,32.0
4920,101,16.0
4921,102,36.0
4922,117,84.5
4923,74,30.0
4924,107,18.0
4925,95,100.0
4926,97,80.0
4927,102,70.5
4928,70,20.0
4929,97,15.0
4930,50,30.25
4931,75,20.3
4932,26,13.32
4933,76,72.0
4934,33,15.0
4935,75,16.0
4936,63,51.48
4937,19,40.0
4938,14,40.0
4939,48,13.32
4940,78,26.64
4941,21,90.08
4942,42,40.0
4943,78,40.0
4944,63,78.0
4945,89,100.0
4946,21,1.64
4947,96,53.28
4948,145,78.0
4949,120,40.0
4950,103,32.0
4951,131,20.3
4952,129,40.0
4953,62,8.0
4954,123,57.12
4955,120,40.0
4956,15,1.646
4957,125,32.0
4958,110,24.0
4959,116,37.56
4960,110,48.0
4961,74,100.0
4962,110,48.0
4963,116,33.3
4964,159,19.98
4965,121,30.0
4966,123,22.0
4967,45,24.0
4968,116,40.0
4969,67,1.88
4970,115,36.0
4971,128,12.0
4972,125,44.4
4973,111,98.0
4974,49,1.438
4975,116,69.12
4976,108,32.0
4977,117,40.0
4978,116,40.0
4979,109,68.38
4980,65,70.0
4981,92,13.32
4982,116,80.0
4983,134,18.0
4984,120,77.0
4985,107,80.08
4986,123,100.0
4987,114,16.0
4988,104,24.0
4989,83,1.814
4990,125,32.0
4991,114,48.0
4992,124,60.0
4993,108,11.12
4994,124,40.0
4995,110,8.0
4996,105,30.25
4997,113,96.0
4998,44,27.1
4999,74,24.0
5000,80,80.0
5001,48,1.444
5002,54,80.0
5003,31,100.0
5004,52,16.26
5005,54,20.0
5006,67,52.2
5007,38,15.0
5008,37,29.2
5009,26,30.0
5010,22,22.88
5011,15,33.3
5012,24,36.0
5013,51,80.0
5014,26,100.0
5015,77,20.0
5016,31,32.0
5017,116,40.0
5018,119,40.0
5019,85,30.4
5020,121,20.3
5021,118,18.0
5022,61,8.0
5023,104,78.0
5024,110,40.0
5025,48,24.0
5026,117,48.0
5027,114,32.0
5028,115,37.56
5029,109,48.0
5030,129,30.0
5031,103,1.708
5032,124,33.3
5033,134,50.04
5034,122,22.0
5035,110,100.0
5036,106,32.0
5037,114,24.0
5038,125,32.0
5039,120,24.0
5040,35,64.0
5041,113,98.0
5042,133,96.0
5043,135,19.98
5044,110,36.0
5045,109,100.0
5046,53,80.0
5047,116,100.0
5048,111,40.0
5049,126,80.0
5050,107,18.0
5051,110,68.38
5052,117,17.28
5053,111,20.0
5054,13,1.816
5055,120,33.3
5056,109,50.0
5057,123,57.1
5058,98,80.08
5059,103,62.92
5060,48,27.1
5061,137,44.4
5062,114,81.84
5063,109,30.25
5064,132,100.0
5065,118,100.0
5066,111,40.0
5067,111,48.0
5068,94,16.5
5069,80,60.0
5070,31,16.0
5071,53,24.0
5072,63,69.52
5073,51,16.0
5074,60,90.0
5075,41,40.0
5076,24,16.98
5077,29,48.0
5078,25,100.0
5079,32,73.26
5080,9,1.706
5081,30,11.0
5082,18,24.0
5083,21,13.32
5084,154,65.0
5085,118,40.0
5086,141,20.3
5087,114,36.0
5088,117,40.0
5089,129,57.12
5090,109,78.0
5091,61,8.0
5092,114,20.0
5093,116,32.0
5094,101,40.0
5095,114,19.98
5096,116,37.56
5097,114,24.0
5098,142,33.3
5099,76,100.0
